employee_id,age,gender,education,department,job_level,experience_years,salary,training_hours,projects_completed,monthly_working_hours,overtime_hours,leaves_taken,manager_rating,peer_review_score,attendance_rate,years_at_company,promotion_last_5_years,attrition_risk,performance_score,performance_category,salary_per_exp,projects_per_year,training_efficiency,overtime_ratio,engagement_score,is_senior
EMP0300,22,Male,Bachelor's,Engineering,Senior,0,97608.0,23,10,174,17,14,3,7.5,88.1,0,0,Medium,60.49,Medium,97608.0,10.0,2.09,0.0971,0.6464,1
EMP0301,35,Female,Bachelor's,Sales,Manager,6,139189.0,65,19,169,5,9,4,8.3,93.7,3,1,Low,82.34,High,19884.14,4.75,3.25,0.0294,0.8188,1
EMP0302,53,Male,Master's,Finance,Mid,15,69823.0,87,15,202,38,2,4,8.6,83.9,12,0,Low,76.35,High,4363.94,1.15,5.44,0.1872,0.8546,0
EMP0303,22,Female,Master's,Engineering,Junior,1,31305.0,89,18,198,30,7,4,7.3,76.7,0,0,Medium,73.11,Medium,15652.5,18.0,4.68,0.1508,0.7928,0
EMP0304,56,Female,Bachelor's,Engineering,Mid,16,59424.0,38,13,174,26,15,4,6.4,77.7,14,1,Medium,69.19,Medium,3495.53,0.87,2.71,0.1486,0.6168,0
EMP0305,42,Female,PhD,Finance,Junior,8,42371.0,17,19,161,33,1,3,7.7,86.7,5,1,Medium,56.88,Medium,4707.89,3.17,0.85,0.2037,0.6288,0
EMP0306,27,Female,Diploma,Operations,Junior,1,45356.0,66,12,158,24,14,4,4.8,79.5,0,0,Medium,69.57,Medium,22678.0,12.0,5.08,0.1509,0.66,0
EMP0307,33,Male,Master's,Operations,Mid,6,66990.0,13,11,156,9,7,5,3.7,87.2,3,1,Medium,63.7,Medium,9570.0,2.75,1.08,0.0573,0.4988,0
EMP0308,43,Male,Master's,Operations,Senior,15,98162.0,66,16,161,9,0,4,7.2,100.0,13,1,Low,80.71,High,6135.12,1.14,3.88,0.0556,0.814,1
EMP0309,33,Male,Bachelor's,Operations,Junior,10,39040.0,44,17,200,3,13,4,5.0,79.0,9,1,Medium,74.45,High,3549.09,1.7,2.44,0.0149,0.598,0
EMP0310,26,Female,Diploma,Finance,Junior,3,40414.0,85,2,143,2,0,5,6.4,87.7,2,1,Low,77.28,High,10103.5,0.67,28.33,0.0139,0.7978,0
EMP0311,47,Female,Bachelor's,HR,Junior,17,63502.0,66,18,142,29,7,2,6.7,100.0,16,1,Medium,62.36,Medium,3527.89,1.06,3.47,0.2028,0.799,0
EMP0312,47,Male,Diploma,Operations,Lead,11,116645.0,76,14,183,34,3,4,6.9,93.3,8,1,Medium,73.0,Medium,9720.42,1.56,5.07,0.1848,0.8082,1
EMP0313,26,Female,Master's,Marketing,Senior,1,82533.0,46,18,157,6,11,5,7.9,87.1,0,1,Low,88.37,High,41266.5,18.0,2.42,0.038,0.7234,1
EMP0314,32,Female,Bachelor's,Engineering,Junior,4,33424.0,85,14,206,22,1,4,7.7,88.7,4,0,Medium,73.79,Medium,6684.8,2.8,5.67,0.1063,0.8408,0
EMP0315,31,Female,Bachelor's,Operations,Junior,5,47937.0,57,18,200,4,1,3,6.8,93.4,5,0,Low,80.02,High,7989.5,3.0,3.0,0.0199,0.7486,0
EMP0316,47,Male,Master's,Sales,Mid,14,46744.0,66,6,201,16,10,5,5.8,100.0,12,0,Medium,73.16,Medium,3116.27,0.46,9.43,0.0792,0.772,0
EMP0317,49,Female,Master's,Support,Junior,17,58462.0,42,4,176,31,19,3,6.7,85.8,14,1,Medium,51.52,Medium,3247.89,0.27,8.4,0.1751,0.6702,0
EMP0318,49,Female,Bachelor's,Marketing,Mid,13,91162.0,50,4,175,32,0,3,5.6,83.9,13,0,High,48.61,Low,6511.57,0.29,10.0,0.1818,0.6536,0
EMP0319,57,Male,Master's,Operations,Mid,25,72933.0,85,5,174,37,9,3,6.2,79.0,24,1,Medium,55.83,Medium,2805.12,0.2,14.17,0.2114,0.757,0
EMP0320,51,Male,PhD,Engineering,Manager,25,158069.0,45,5,155,12,16,4,9.801,90.8,25,0,Medium,65.25,Medium,6079.58,0.19,7.5,0.0769,0.7922,1
EMP0321,34,Male,Bachelor's,Finance,Junior,10,46936.0,11,9,185,37,5,4,6.8,78.8,10,1,Medium,53.32,Medium,4266.91,0.82,1.1,0.1989,0.5522,0
EMP0322,26,Male,Bachelor's,HR,Senior,2,78699.0,44,4,209,31,9,4,7.2,86.3,2,0,Medium,58.41,Medium,26233.0,1.33,8.8,0.1476,0.6932,1
EMP0323,45,Female,Bachelor's,HR,Junior,15,61290.0,45,4,160,13,16,5,5.4,82.7,12,1,Medium,61.48,Medium,3830.62,0.31,9.0,0.0807,0.6278,0
EMP0324,56,Female,Master's,Sales,Manager,14,150579.0,47,10,144,13,14,4,8.0,98.6,10,1,Medium,74.33,High,10038.6,0.91,4.27,0.0897,0.7754,1
EMP0325,59,Female,Bachelor's,Support,Manager,25,158069.88999999998,16,16,185,4,5,4,7.6,85.9,23,0,Medium,70.83,Medium,6079.61,0.67,0.94,0.0215,0.6196,1
EMP0326,30,Male,PhD,Marketing,Senior,4,91178.0,21,3,171,36,15,5,7.7,93.2,4,0,Medium,58.87,Medium,18235.6,0.6,5.25,0.2093,0.6668,1
EMP0327,30,Female,Bachelor's,Operations,Mid,4,59934.0,39,10,203,8,13,5,6.8,77.2,0,0,Medium,70.55,Medium,11986.8,10.0,3.55,0.0392,0.6298,0
EMP0328,23,Male,Master's,Marketing,Junior,0,60438.0,48,13,208,10,10,3,8.1,91.1,0,1,Medium,70.38,Medium,60438.0,13.0,3.43,0.0478,0.7514,0
EMP0329,27,Female,Bachelor's,Engineering,Lead,4,106010.0,12,14,216,16,8,1,8.4,80.4,4,1,Medium,52.38,Medium,21202.0,2.8,0.8,0.0737,0.6096,1
EMP0330,43,Male,Bachelor's,Support,Senior,16,100762.0,45,2,171,5,18,4,6.9,86.6,16,0,Medium,61.69,Medium,5927.18,0.12,15.0,0.0291,0.6884,1
EMP0331,42,Male,Master's,Sales,Junior,12,35716.0,38,14,212,32,17,5,6.3,100.0,11,0,Medium,71.18,Medium,2747.38,1.17,2.53,0.1502,0.703,0
EMP0332,36,Female,Bachelor's,Sales,Mid,8,60252.0,13,1,149,27,19,4,7.8,97.5,5,0,Medium,56.02,Medium,6694.67,0.17,6.5,0.18,0.663,0
EMP0333,33,Male,Master's,Support,Mid,7,72579.0,32,5,169,6,13,3,5.1,89.0,6,0,Medium,52.18,Medium,9072.38,0.71,5.33,0.0353,0.605,0
EMP0334,53,Female,Diploma,Support,Lead,19,112116.0,34,7,161,6,7,4,5.4,100.0,17,1,Medium,63.78,Medium,5605.8,0.39,4.25,0.037,0.664,1
EMP0335,39,Female,Diploma,Support,Senior,9,73539.0,22,17,213,0,2,4,6.4,82.7,8,0,Medium,72.99,Medium,7353.9,1.89,1.22,0.0,0.5888,1
EMP0336,52,Female,PhD,Marketing,Senior,18,101858.0,77,4,188,37,2,4,3.9,99.3,14,1,Medium,59.71,Medium,5360.95,0.27,15.4,0.1958,0.7452,1
EMP0337,58,Female,Bachelor's,Operations,Senior,28,124565.0,16,15,169,17,19,5,7.7,77.7,25,1,Medium,70.77,Medium,4295.34,0.58,1.0,0.1,0.5898,1
EMP0338,34,Male,Master's,Marketing,Junior,2,37739.0,62,19,152,26,7,4,5.1,88.0,0,1,Medium,72.48,Medium,12579.67,19.0,3.1,0.1699,0.691,0
EMP0339,29,Female,PhD,Operations,Mid,5,58311.0,69,19,202,5,2,4,5.8,79.2,3,0,Medium,73.89,Medium,9718.5,4.75,3.45,0.0246,0.6978,0
EMP0340,58,Male,Bachelor's,HR,Junior,19,42932.0,82,6,192,9,4,4,6.2,92.1,17,0,Medium,67.92,Medium,2146.6,0.33,11.71,0.0466,0.8004,0
EMP0341,46,Female,Bachelor's,Engineering,Senior,17,104018.0,59,2,208,21,0,4,6.6,90.4,13,1,Medium,61.11,Medium,5778.78,0.14,19.67,0.1005,0.7366,1
EMP0342,33,Male,PhD,Marketing,Mid,8,69890.0,58,5,175,8,10,4,6.0,87.5,5,1,Medium,70.07,Medium,7765.56,0.83,9.67,0.0455,0.704,0
EMP0343,45,Male,Bachelor's,HR,Mid,17,61146.0,78,15,151,24,11,4,6.4,98.7,13,1,Low,75.04,High,3397.0,1.07,4.88,0.1579,0.8208,0
EMP0344,41,Female,Master's,Sales,Junior,13,59676.0,86,4,166,36,7,4,6.4,85.5,13,0,Medium,61.7,Medium,4262.57,0.29,17.2,0.2156,0.792,0
EMP0345,56,Male,Diploma,Marketing,Junior,29,75925.0,28,13,189,12,14,4,5.8,92.6,25,0,Medium,71.07,Medium,2530.83,0.5,2.0,0.0632,0.6284,0
EMP0346,31,Female,Master's,HR,Mid,5,70058.0,81,8,159,24,9,4,5.3,96.6,1,1,Medium,66.38,Medium,11676.33,4.0,9.0,0.15,0.7884,0
EMP0347,59,Female,Bachelor's,Engineering,Junior,28,73268.0,51,15,145,36,19,2,8.1,78.1,25,1,Medium,64.52,Medium,2526.48,0.58,3.19,0.2466,0.7084,0
EMP0348,57,Female,Bachelor's,Sales,Junior,26,71429.0,18,12,205,35,15,4,3.3,84.0,22,0,Medium,50.62,Medium,2645.52,0.52,1.38,0.1699,0.489,0
EMP0349,28,Female,Bachelor's,Operations,Senior,2,86565.0,65,12,182,0,1,4,6.2,90.4,0,1,Medium,71.67,Medium,28855.0,12.0,5.0,0.0,0.7426,1
EMP0350,28,Female,Bachelor's,Marketing,Mid,3,65547.0,97,15,171,4,5,3,5.8,95.0,2,0,Low,75.15,High,16386.75,5.0,6.06,0.0233,0.845,0
EMP0351,42,Male,Master's,Finance,Mid,12,54849.0,22,19,184,39,15,3,7.1,100.0,9,0,Medium,61.25,Medium,4219.15,1.9,1.1,0.2108,0.679,0
EMP0352,23,Male,PhD,HR,Mid,0,42991.0,11,7,199,37,10,3,4.3,88.3,0,0,High,42.07,Low,42991.0,7.0,1.38,0.185,0.5152,0
EMP0353,33,Male,Bachelor's,HR,Lead,5,100111.0,92,11,140,12,15,5,5.8,87.5,5,1,Low,86.58,High,16685.17,1.83,7.67,0.0851,0.8,1
EMP0354,38,Female,Bachelor's,Marketing,Mid,7,62361.0,63,12,175,20,6,5,6.3,83.0,6,0,Medium,74.46,High,7795.12,1.71,4.85,0.1136,0.71,0
EMP0355,58,Male,PhD,HR,Senior,26,114305.0,29,16,160,22,0,4,8.1,92.6,25,0,Medium,72.33,Medium,4233.52,0.62,1.71,0.1366,0.7004,1
EMP0356,59,Male,Bachelor's,Operations,Manager,19,155397.0,81,10,147,26,15,4,7.0,87.6,17,0,Medium,68.9,Medium,7769.85,0.56,7.36,0.1757,0.8034,1
EMP0357,27,Male,Master's,Support,Senior,4,93736.0,45,8,142,30,15,4,4.7,87.8,4,0,Medium,56.09,Medium,18747.2,1.6,5.0,0.2098,0.6272,1
EMP0358,55,Male,Bachelor's,Sales,Mid,18,85787.0,39,17,175,14,12,4,5.8,89.2,15,0,Medium,73.16,Medium,4515.11,1.06,2.17,0.0795,0.6478,0
EMP0359,25,Male,Master's,Finance,Senior,4,77820.0,36,19,183,35,8,5,7.8,94.4,4,0,Medium,70.63,Medium,15564.0,3.8,1.8,0.1902,0.7196,1
EMP0360,50,Male,Bachelor's,Support,Mid,11,70108.0,63,11,180,2,0,2,4.7,85.5,7,1,Medium,56.0,Medium,5842.33,1.38,5.25,0.011,0.672,0
EMP0361,54,Male,Master's,Engineering,Mid,20,72217.0,22,2,202,1,14,1,6.4,83.8,17,0,High,44.18,Low,3438.9,0.11,7.33,0.0049,0.5932,0
EMP0362,55,Male,Bachelor's,Operations,Mid,14,70294.0,42,6,176,38,13,4,6.5,93.5,13,0,Medium,62.38,Medium,4686.27,0.43,6.0,0.2147,0.695,0
EMP0363,30,Male,Master's,HR,Mid,4,62374.0,37,9,187,7,13,3,5.9,71.69500000000001,3,0,Medium,56.1,Medium,12474.8,2.25,3.7,0.0372,0.5748,0
EMP0364,55,Male,Bachelor's,Support,Junior,18,29330.0,15,14,205,39,3,4,9.801,85.2,15,1,Medium,67.03,Medium,1543.68,0.88,1.0,0.1893,0.6798,0
EMP0365,26,Female,Bachelor's,Finance,Mid,3,77889.0,78,13,192,11,14,4,5.9,80.8,3,1,Medium,72.7,Medium,19472.25,3.25,5.57,0.057,0.7342,0
EMP0366,41,Male,Master's,Operations,Junior,13,55131.0,10,16,212,14,14,2,7.2,99.6,10,1,Medium,63.23,Medium,3937.93,1.45,0.59,0.0657,0.6444,0
EMP0367,39,Male,Bachelor's,Sales,Mid,11,63434.0,96,1,157,1,17,4,5.4,86.5,9,1,Medium,63.92,Medium,5286.17,0.1,48.0,0.0063,0.796,0
EMP0368,34,Male,Bachelor's,Engineering,Mid,7,78818.0,18,9,202,37,11,4,7.3,85.5,6,0,Medium,59.83,Medium,9852.25,1.29,1.8,0.1823,0.615,0
EMP0369,22,Female,Bachelor's,Support,Manager,1,128420.0,42,14,195,14,14,5,7.8,89.6,0,0,Low,76.74,High,64210.0,14.0,2.8,0.0714,0.7184,1
EMP0370,51,Female,Bachelor's,HR,Junior,18,57660.0,18,19,186,6,8,4,5.6,85.2,15,0,Medium,72.2,Medium,3034.74,1.19,0.9,0.0321,0.5628,0
EMP0371,34,Female,Bachelor's,HR,Senior,6,83303.0,43,3,140,19,13,3,6.4,86.8,6,1,Medium,52.31,Medium,11900.43,0.43,10.75,0.1348,0.6682,1
EMP0372,47,Male,Diploma,Sales,Mid,13,83815.0,64,17,183,6,13,4,5.2,90.8,10,1,Medium,74.94,High,5986.79,1.55,3.56,0.0326,0.7112,0
EMP0373,37,Male,Bachelor's,Sales,Junior,5,40160.0,17,1,208,31,15,4,4.8,86.6,3,1,High,47.83,Low,6693.33,0.25,8.5,0.1483,0.5414,0
EMP0374,36,Male,PhD,Operations,Junior,8,45795.0,57,4,191,2,17,4,8.1,86.6,5,0,Medium,67.23,Medium,5088.33,0.67,11.4,0.0104,0.7604,0
EMP0375,55,Female,Diploma,Marketing,Junior,29,79430.0,79,17,140,19,0,4,5.7,81.9,27,0,Medium,69.69,Medium,2647.67,0.61,4.39,0.1348,0.7356,0
EMP0376,25,Female,Bachelor's,Finance,Junior,0,39681.0,50,15,163,15,15,3,3.0,80.8,0,0,Medium,56.18,Medium,39681.0,15.0,3.12,0.0915,0.5632,0
EMP0377,49,Female,Master's,Marketing,Junior,10,46565.0,20,19,185,1,15,4,9.1,90.5,6,0,Low,79.16,High,4233.18,2.71,1.0,0.0054,0.695,0
EMP0378,50,Female,PhD,Sales,Mid,25,93883.0,72,12,204,2,10,4,5.3,92.5,25,1,Medium,71.5,Medium,3610.88,0.46,5.54,0.0098,0.745,0
EMP0379,36,Female,Master's,Sales,Mid,5,81307.0,26,12,175,20,10,3,6.1,78.6,3,1,Medium,55.9,Medium,13551.17,3.0,2.0,0.1136,0.5754,0
EMP0380,31,Female,Bachelor's,Support,Junior,6,44739.0,11,11,208,15,14,4,9.0,96.1,5,0,Medium,62.91,Medium,6391.29,1.83,0.92,0.0718,0.6874,0
EMP0381,22,Female,Bachelor's,Support,Junior,0,35934.0,49,10,203,5,9,5,6.3,96.1,0,1,Medium,74.5,High,35934.0,10.0,4.45,0.0245,0.7204,0
EMP0382,57,Male,Bachelor's,Engineering,Junior,28,69965.0,34,10,161,5,8,4,6.3,97.8,28,0,Medium,71.69,Medium,2412.59,0.34,3.09,0.0309,0.6822,0
EMP0383,58,Male,Master's,Marketing,Mid,27,97883.0,12,6,155,32,16,3,4.7,92.4,25,0,High,48.68,Low,3495.82,0.23,1.71,0.2051,0.5466,0
EMP0384,31,Female,Diploma,HR,Mid,5,56206.0,79,17,212,29,15,4,4.0,95.1,5,0,Medium,69.35,Medium,9367.67,2.83,4.39,0.1362,0.7374,0
EMP0385,23,Male,Diploma,Marketing,Mid,0,52773.0,63,7,187,24,4,3,6.3,100.0,0,0,Medium,62.03,Medium,52773.0,7.0,7.88,0.1277,0.778,0
EMP0386,26,Male,Bachelor's,Operations,Junior,2,26131.46,91,12,207,33,16,4,7.0,87.6,0,1,Medium,69.06,Medium,8710.49,12.0,7.0,0.1587,0.8334,0
EMP0387,24,Female,Master's,Sales,Junior,0,26131.46,53,13,213,2,6,4,7.0,81.6,0,1,Low,78.31,High,26131.46,13.0,3.79,0.0093,0.6954,0
EMP0388,53,Male,Bachelor's,Engineering,Manager,25,155857.0,49,11,173,27,2,3,5.8,77.7,21,1,Medium,63.31,Medium,5994.5,0.5,4.08,0.1552,0.6318,1
EMP0389,55,Female,Diploma,Marketing,Junior,28,68152.0,85,12,143,30,17,3,6.5,100.0,25,0,Medium,67.74,Medium,2350.07,0.46,6.54,0.2083,0.85,0
EMP0390,27,Female,Bachelor's,Finance,Junior,1,50352.0,17,1,212,8,4,5,3.7,100.0,0,0,Medium,66.47,Medium,25176.0,1.0,8.5,0.0376,0.562,0
EMP0391,50,Male,Diploma,Sales,Junior,11,52487.0,42,7,186,21,4,3,7.2,82.6,8,0,Medium,56.05,Medium,4373.92,0.78,5.25,0.1123,0.6724,0
EMP0392,28,Female,PhD,Operations,Manager,4,127503.0,81,9,149,30,5,5,6.7,84.2,1,0,Medium,68.68,Medium,25500.6,4.5,8.1,0.2,0.7808,1
EMP0393,35,Female,Bachelor's,Engineering,Senior,10,86176.0,36,8,182,24,9,4,9.5,87.4,10,0,Medium,65.38,Medium,7834.18,0.73,4.0,0.1311,0.7426,1
EMP0394,44,Female,Bachelor's,Engineering,Senior,15,108997.0,89,18,142,9,3,4,6.5,99.8,14,0,Low,81.91,High,6812.31,1.2,4.68,0.0629,0.8612,1
EMP0395,49,Male,PhD,HR,Manager,21,158069.88999999998,35,18,163,26,3,2,5.1,79.7,17,1,Medium,61.34,Medium,7184.99,1.0,1.84,0.1585,0.5768,1
EMP0396,55,Female,Bachelor's,HR,Junior,20,59225.0,47,14,167,30,7,3,6.4,74.3,19,0,Medium,58.15,Medium,2820.24,0.7,3.13,0.1786,0.6302,0
EMP0397,23,Female,Master's,Marketing,Manager,1,127659.0,90,7,176,0,4,3,6.0,100.0,1,1,Medium,68.17,Medium,63829.5,3.5,11.25,0.0,0.85,1
EMP0398,29,Female,Diploma,Sales,Junior,4,48799.0,31,1,185,22,3,4,7.2,92.5,0,0,Medium,55.48,Medium,9759.8,1.0,15.5,0.1183,0.679,0
EMP0399,32,Male,Master's,Engineering,Senior,5,78053.0,97,15,207,20,18,5,6.5,93.6,1,1,Low,86.26,High,13008.83,7.5,6.06,0.0962,0.8604,1
EMP0400,33,Male,Bachelor's,Finance,Mid,4,62936.0,13,17,168,14,11,5,4.6,88.4,1,1,Medium,71.65,Medium,12587.2,8.5,0.72,0.0828,0.5306,0
EMP0401,59,Female,Bachelor's,Marketing,Mid,17,93581.0,33,10,198,1,0,1,4.0,93.7,14,1,High,47.8,Low,5198.94,0.67,3.0,0.005,0.5938,0
EMP0402,51,Male,Bachelor's,Engineering,Manager,24,158069.88999999998,63,16,215,3,2,3,6.9,77.9,23,1,Medium,65.56,Medium,6322.8,0.67,3.71,0.0139,0.7076,1
EMP0403,34,Male,Diploma,Marketing,Junior,8,38395.0,63,18,199,30,16,3,8.6,83.3,7,1,Medium,66.76,Medium,4266.11,2.25,3.32,0.15,0.7802,0
EMP0404,58,Male,Bachelor's,Support,Manager,23,158069.88999999998,91,11,160,33,5,5,6.6,90.8,19,1,Low,80.63,High,6586.25,0.55,7.58,0.205,0.8342,1
EMP0405,40,Male,Bachelor's,Sales,Mid,10,63239.0,96,4,194,16,3,3,7.7,71.8,6,1,Medium,66.64,Medium,5749.0,0.57,19.2,0.0821,0.8062,0
EMP0406,41,Male,Bachelor's,Support,Senior,14,85647.0,71,1,162,37,13,3,8.0,87.6,12,1,Medium,56.49,Medium,5709.8,0.08,35.5,0.227,0.8034,1
EMP0407,38,Male,Diploma,Sales,Manager,12,150008.0,69,15,178,37,16,4,6.9,87.1,11,0,Medium,74.82,High,11539.08,1.25,4.31,0.2067,0.7624,1
EMP0408,27,Female,Bachelor's,Sales,Junior,5,49942.0,38,11,190,26,7,4,5.3,87.6,5,0,Medium,67.06,Medium,8323.67,1.83,3.17,0.1361,0.6234,0
EMP0409,57,Male,PhD,Sales,Manager,23,155112.0,82,3,163,23,14,3,6.8,85.6,23,0,Medium,60.13,Medium,6463.0,0.12,20.5,0.1402,0.7924,1
EMP0410,22,Male,Master's,Marketing,Mid,0,51982.0,67,2,140,38,8,4,8.3,82.0,0,1,Medium,60.9,Medium,51982.0,2.0,22.33,0.2695,0.778,0
EMP0411,28,Male,PhD,Engineering,Senior,5,78307.0,12,19,206,24,2,2,7.3,75.4,3,1,Medium,54.21,Medium,13051.17,4.75,0.6,0.1159,0.5566,1
EMP0412,30,Female,Diploma,Finance,Junior,4,38600.0,84,7,198,37,15,1,7.6,91.2,1,1,Medium,51.63,Medium,7720.0,3.5,10.5,0.1859,0.8448,0
EMP0413,32,Male,PhD,Marketing,Mid,7,58901.0,42,7,149,39,18,2,5.8,87.6,3,0,High,42.08,Low,7362.62,1.75,5.25,0.26,0.6504,0
EMP0414,27,Female,Diploma,Operations,Senior,2,74311.0,52,12,170,7,19,3,6.2,79.0,1,0,Medium,59.83,Medium,24770.33,6.0,4.0,0.0409,0.658,1
EMP0415,22,Female,Bachelor's,HR,Mid,0,70137.0,53,7,160,26,2,5,6.3,90.5,0,0,Medium,62.71,Medium,70137.0,7.0,6.62,0.1615,0.71,0
EMP0416,47,Female,Master's,HR,Junior,13,54331.0,83,18,218,29,11,4,6.4,87.6,9,1,Low,77.89,High,3880.79,1.8,4.37,0.1324,0.7914,0
EMP0417,58,Female,Master's,HR,Junior,23,67179.0,34,13,215,32,12,4,8.3,86.3,20,0,Medium,61.71,Medium,2799.12,0.62,2.43,0.1481,0.6962,0
EMP0418,26,Male,Master's,Sales,Lead,2,109467.0,45,7,195,13,1,3,3.0,72.7,0,0,Medium,56.5,Medium,36489.0,7.0,5.62,0.0663,0.5158,1
EMP0419,33,Female,PhD,Finance,Junior,8,50768.0,13,6,175,34,19,4,6.5,95.5,8,0,Medium,53.08,Medium,5640.89,0.67,1.86,0.1932,0.616,0
EMP0420,41,Male,Diploma,Engineering,Senior,9,87495.0,41,17,144,19,2,5,6.4,80.1,7,1,Low,79.18,High,8749.5,2.12,2.28,0.131,0.6354,1
EMP0421,57,Female,Master's,Operations,Manager,19,154980.0,17,12,159,15,5,3,4.4,90.5,16,1,Medium,54.08,Medium,7749.0,0.71,1.31,0.0938,0.545,1
EMP0422,48,Female,Bachelor's,Support,Junior,21,58047.0,62,18,147,6,19,5,7.5,83.5,17,0,Low,79.13,High,2638.5,1.0,3.26,0.0405,0.745,0
EMP0423,51,Female,Bachelor's,Operations,Junior,17,58907.0,90,7,203,12,11,4,5.4,86.9,15,0,Medium,73.44,Medium,3272.61,0.44,11.25,0.0588,0.7796,0
EMP0424,44,Female,Bachelor's,HR,Senior,17,103133.0,51,1,147,38,13,4,6.0,99.2,15,0,Medium,59.99,Medium,5729.61,0.06,25.5,0.2568,0.7298,1
EMP0425,37,Male,Bachelor's,Marketing,Junior,7,40338.0,92,18,194,28,9,3,9.3,94.3,6,1,Low,75.33,High,5042.25,2.57,4.84,0.1436,0.9322,0
EMP0426,29,Female,Bachelor's,Support,Mid,4,49165.0,97,5,216,29,15,4,8.0,99.0,2,1,Medium,70.91,Medium,9833.0,1.67,16.17,0.1336,0.927,0
EMP0427,54,Female,Bachelor's,Sales,Senior,22,107569.0,14,17,164,35,1,4,7.4,92.6,22,0,Medium,62.07,Medium,4676.91,0.74,0.78,0.2121,0.6344,1
EMP0428,52,Female,Bachelor's,HR,Mid,23,80965.0,56,14,194,10,13,5,7.1,93.2,23,1,Low,79.22,High,3373.54,0.58,3.73,0.0513,0.7538,0
EMP0429,22,Male,Master's,Operations,Mid,0,39877.0,57,5,210,26,1,5,6.3,75.8,0,1,Medium,65.09,Medium,39877.0,5.0,9.5,0.1232,0.6632,0
EMP0430,49,Female,Bachelor's,Support,Senior,22,110461.0,44,15,174,14,3,3,9.5,87.5,21,0,Medium,70.42,Medium,4802.65,0.68,2.75,0.08,0.767,1
EMP0431,25,Male,Diploma,Support,Mid,1,63922.0,84,2,175,33,10,5,7.7,88.2,0,0,Medium,64.02,Medium,31961.0,2.0,28.0,0.1875,0.8358,0
EMP0432,50,Male,Master's,Engineering,Junior,19,78026.0,45,8,156,16,8,5,5.4,99.8,18,0,Medium,67.78,Medium,3901.3,0.42,5.0,0.1019,0.6962,0
EMP0433,53,Male,Bachelor's,Support,Mid,21,77070.0,14,7,174,34,3,4,4.4,86.0,17,0,Medium,52.66,Medium,3503.18,0.39,1.75,0.1943,0.518,0
EMP0434,26,Female,Bachelor's,Engineering,Lead,0,95690.0,59,13,209,29,15,2,7.4,92.1,0,0,Medium,59.34,Medium,95690.0,13.0,4.21,0.1381,0.7674,1
EMP0435,38,Male,Bachelor's,Finance,Senior,9,81924.0,28,11,193,30,6,3,6.4,91.8,9,0,Medium,55.54,Medium,8192.4,1.1,2.33,0.1546,0.6432,1
EMP0436,26,Male,Diploma,Support,Mid,0,56669.0,41,12,156,37,17,2,4.4,99.3,0,0,High,46.8,Low,56669.0,12.0,3.15,0.2357,0.6522,0
EMP0437,43,Male,Bachelor's,Finance,Mid,10,68618.0,55,10,182,31,0,2,7.1,88.9,6,0,Medium,53.7,Medium,6238.0,1.43,5.0,0.1694,0.7336,0
EMP0438,57,Female,Master's,Support,Junior,24,57309.0,75,15,196,12,4,5,6.1,96.6,24,0,Low,85.42,High,2292.36,0.6,4.69,0.0609,0.7944,0
EMP0439,25,Male,Diploma,Marketing,Junior,0,33600.0,35,4,146,20,5,3,7.3,76.4,0,0,Medium,50.89,Medium,33600.0,4.0,7.0,0.1361,0.6296,0
EMP0440,37,Female,Diploma,Marketing,Junior,5,26131.46,44,14,201,18,11,4,7.2,77.1,4,0,Medium,70.73,Medium,4355.24,2.8,2.93,0.0891,0.6564,0
EMP0441,58,Female,Bachelor's,Marketing,Manager,13,153011.0,16,1,156,2,8,4,5.6,71.7,10,0,Medium,54.75,Medium,10929.36,0.09,8.0,0.0127,0.5028,1
EMP0442,33,Female,Bachelor's,Marketing,Junior,4,33634.0,44,2,163,23,3,4,7.4,96.3,2,0,Medium,62.33,Medium,6726.8,0.67,14.67,0.1402,0.7392,0
EMP0443,27,Female,Bachelor's,Finance,Lead,3,103322.0,62,14,173,17,11,3,5.8,95.4,0,1,Medium,64.26,Medium,25830.5,14.0,4.13,0.0977,0.7416,1
EMP0444,40,Male,Bachelor's,HR,Junior,13,39186.0,65,4,180,15,19,4,5.9,97.2,12,0,Medium,64.32,Medium,2799.0,0.31,13.0,0.0829,0.7608,0
EMP0445,41,Male,Bachelor's,Operations,Junior,9,41141.0,36,15,213,4,2,4,5.7,84.6,8,0,Medium,69.72,Medium,4114.1,1.67,2.25,0.0187,0.6174,0
EMP0446,47,Male,Master's,Marketing,Mid,20,76763.0,15,3,157,20,5,4,8.2,85.5,17,0,Medium,57.16,Medium,3655.38,0.17,3.75,0.1266,0.633,0
EMP0447,33,Female,Diploma,Marketing,Mid,4,59709.0,61,3,160,23,9,3,6.1,89.0,3,0,Medium,57.19,Medium,11941.8,0.75,15.25,0.1429,0.722,0
EMP0448,58,Female,Master's,Sales,Senior,14,100637.0,68,18,170,4,14,4,8.6,100.0,11,1,Low,86.27,High,6709.13,1.5,3.58,0.0234,0.862,1
EMP0449,41,Female,Master's,HR,Manager,15,158069.88999999998,17,4,208,25,2,2,9.2,100.0,15,0,Medium,59.22,Medium,9879.37,0.25,3.4,0.1196,0.727,1
EMP0450,32,Male,Bachelor's,Support,Lead,6,113061.0,55,18,217,6,4,4,5.4,96.4,5,1,Low,76.34,High,16151.57,3.0,2.89,0.0275,0.7126,1
